strategy_id,strategy_name,start_date,end_date,annual,market,diff,win_rate,drawdown,trades,status,months
S001,回檔乖離動能 v2,2026/03/01,2026/08/31,10.04,31.44,-21.4,35.5,-3.8,307,觀察中,2026/03:1.43|2026/04:3.75|2026/05:1.33|2026/06:5.05|2026/07:0.23|2026/08:-1..2,33.0,-18.8,44.0,-3.5,180,正常,2026/05:1.1|2026/06:0.9|2026/07:1.8|2026/08:0.5|2026/09:2.2|2026/10:1.5
