id,策略名稱,來源,進場_全部,進場_部分,出場邏輯,ROI_%,最大拉回_%,勝率_%,風報比,交易筆數,最大投入,區間,大盤ROI_%,近半年月報酬_原始,4月_%,5月_%,6月_%,7月_%,8月_%,9月_%,是否近期轉弱,月報酬備註,狀態,提出者
S001,克勞德-趨回型v1,富邦價量,待補,待補,停損1%或停利1%,8.70,-4.11,34.83,2.12,356,1426478,2026/03/01-2026/09/11,31.60,4月:4.47|5月:1.48|6月:4.85|7月:0.00|8月:-1.74|9月:-1.40,4.47,1.48,4.85,0.00,-1.74,-1.40,是 - 近2月轉負,8-9月轉負 -1.74%/-1.40%,已回測_需優化,User
